substrate	kinase
CARD9	CSNK2A1
CCNH	CSNK2A1
ANP32A	CSNK2A1
GADD45GIP1	CSNK2A1
IGF2R	CSNK2A1
ERCC3	CSNK2A1
PDIA6	CSNK2A1
LEF1	CSNK2A1
CLIP1	CSNK2A1
EEF1D	CSNK2A1
AMPH	CSNK2A1
ABCC1	CSNK2A1
CFTR	CSNK2A1
ABCA1	CSNK2A1
FURIN	CSNK2A1
RNF7	CSNK2A1
TFPI	CSNK2A1
TWIST1	CSNK2A1
MYH9	CSNK2A1
RAD9A	CSNK2A1
CDKN1B	CSNK2A1
CORO1C	CSNK2A1
ANP32B	CSNK2A1
VHL	CSNK2A1
PIP4K2A	CSNK2A1
MYBL1	CSNK2A1
EXOSC9	CSNK2A1
MEF2A	CSNK2A1
CALM3	CSNK2A1
RAD51	CSNK2A1
PAX3	CSNK2A1
NFKBIB	CSNK2A1
TNFAIP1	CSNK2A1
GGA1	CSNK2A1
XRCC4	CSNK2A1
SEPT2	CSNK2A1
COL17A1	CSNK2A1
HSP90AB1	CSNK2A1
NCOA2	CSNK2A1
PML	CSNK2A1
SLBP	CSNK2A1
CASP2	CSNK2A1
SNAI1	CSNK2A1
SERPINF1	CSNK2A1
TYMS	CSNK2A1
PRPF3	CSNK2A1
STC2	CSNK2A1
RAD1	CSNK2A1
KIR3DL1	CSNK2A1
FGA	CSNK2A1
BIRC5	CSNK2A1
MRE11A	CSNK2A1
PKD2	CSNK2A1
CDC25C	CSNK2A1
PTGES3	CSNK2A1
HNRNPA1	CSNK2A1
CAPZA1	CSNK2A1
WEE1	CSNK2A1
CSNK2A1	CSNK2A1
FOSB	CSNK2A1
PDCD5	CSNK2A1
MYBL2	CSNK2A1
RPS6KA4	CSNK2A1
TFAP2A	CSNK2A1
NR1H3	CSNK2A1
PIK3R1	CSNK2A1
GMNN	CSNK2A1
CRMP1	AURKA
FAF1	AURKA
AURKA	AURKA
ARPC1B	AURKA
DCTN1	AURKA
MYBBP1A	AURKA
GSK3B	AURKA
PHLDA1	AURKA
CETN2	AURKA
PARD3	AURKA
PLK1	AURKA
ESR1	AURKA
DLGAP5	AURKA
FADD	AURKA
LATS2	AURKA
HIST1H3A	AURKA
MAP9	AURKA
MAPRE3	AURKA
TP53	AURKA
PIN1	AURKA
WWC1	AURKA
AR	AURKA
CENPA	AURKA
RASSF1	AURKA
MCM2	AURKA
RALA	AURKA
TACC3	AURKA
GTF2F1	GTF2F1
RARG	GTF2F1
LATS1	LATS1
YAP1	LATS1
PDGFRA	PDGFRB
PTK2	PDGFRB
ABL2	PDGFRB
THOC5	PDGFRB
MUC1	PDGFRB
SRC	PDGFRB
CDK11B	CDK7
MCM2	CDK7
CDK6	CDK7
POLR2A	CDK7
SMAD1	CDK7
RARG	CDK7
AR	CDK7
NR5A1	CDK7
RAB3IP	STK38
PRKAB1	PRKAA1
MAPT	PRKAA1
ATG9A	PRKAA1
PRKAA1	PRKAA1
HDAC5	PRKAA1
GFPT1	PRKAA1
NOS3	PRKAA1
VASP	PRKAA1
PPP1R3C	PRKAA1
RRN3	PRKAA1
KLC2	PRKAA1
KPNA2	PRKAA1
CFTR	PRKAA1
CDKN1B	PRKAA1
TP53	PRKAA1
GBF1	PRKAA1
RPTOR	PRKAA1
SLC12A1	PRKAA1
PPP2R5C	PRKAA1
HNF4A	PRKAA1
CSNK1E	PRKAA1
ULK1	PRKAA1
ZNF692	PRKAA1
TP73	PRKAA1
LIPE	PRKAA1
EP300	PRKAA1
TBC1D1	PRKAA1
KLC1	PRKAA1
PFKFB3	PRKAA1
CTBP1	PRKAA1
TNNI3	PRKAA1
ACACB	PRKAA1
HDAC5	CAMK4
CREB1	CAMK4
HNRNPL	CAMK4
PHB2	CAMK4
CAMK2A	CAMK4
RELA	CAMK4
STMN1	CAMK4
PLD1	PRKAA2
HDAC5	PRKAA2
CDC27	PRKAA2
FOXO3	PRKAA2
PPP1R12C	PRKAA2
HAS2	PRKAA2
BAIAP2	PRKAA2
PAK2	PRKAA2
IKBKB	PRKAA2
NUAK1	STK38L
RAB3IP	STK38L
SNAI1	CSNK1E
DVL2	CSNK1E
LRP6	CSNK1E
CDH1	CSNK1E
CTNNB1	CSNK1E
EIF4EBP1	CSNK1E
MYL9	CAMK1
LIPE	CAMK1
CAMK2A	CAMK1
RPS19	CAMK1
HDAC9	CAMK1
RAD51	BCR-ABL1
BCR	BCR-ABL1
GRB2	BCR-ABL1
RAD52	BCR-ABL1
CRKL	BCR-ABL1
DPYSL2	YES1
CDK4	YES1
PELI1	TBK1
SQSTM1	TBK1
OPTN	TBK1
IRF7	TBK1
AKT1	TBK1
TBK1	TBK1
IRF5	TBK1
TMEM173	TBK1
HDAC5	PRKD3
PRKD1	PRKD3
GIT1	PRKD3
MAPT	PRKCB
TRPV1	PRKCB
PPARA	PRKCB
ATF2	PRKCB
KIR3DL1	PRKCB
GSK3B	PRKCB
RPS6KB2	PRKCB
TRPV6	PRKCB
C5AR1	PRKCB
NCF1	PRKCB
SYT6	PRKCB
RAB11A	PRKCB
TP73	PRKCB
FUS	PRKCB
GHRL	PRKCB
PLCG2	SYK
IKZF1	SYK
LAT2	SYK
STAT5A	SYK
GCSAM	SYK
MAPT	SYK
RHBG	SYK
PIP5K1B	SYK
SLC4A4	STK39
SLC12A2	STK39
SLC12A3	STK39
PELI1	IRAK1
PELI2	IRAK1
LRRC4C	CDKL5
CDKL5	CDKL5
RPTOR	MAPK11
E2F1	MAPK11
EGFR	MAPK11
CDC25B	MAPK11
GYS1	MAPK11
PRKCE	MAPK11
EWSR1	MAPK11
CCND3	MAPK11
NR3C1	MAPK11
ERBB4	ERBB4
PINK1	PINK1
RHOT1	PINK1
PARK2	PINK1
BAD	RAF1
MYC	RAF1
PPP1R12A	RAF1
EIF3F	CDK11B
LIMK1	MAPKAPK2
RCSD1	MAPKAPK2
AGO2	MAPKAPK2
MDM2	MAPKAPK2
KRT18	MAPKAPK2
ZFP36L1	MAPKAPK2
RTN4	MAPKAPK2
PLK1	MAPKAPK2
AKT1	MAPKAPK2
TP53	MAPKAPK2
TRIM29	MAPKAPK2
PARN	MAPKAPK2
PIAS1	MAPKAPK2
AATF	MAPKAPK2
BCL2L1	MAPKAPK2
CDC25C	MAPKAPK2
KRT20	MAPKAPK2
MARK3	MARK3
COL4A3BP	CSNK1G2
RDX	PRKCQ
BAD	PRKCQ
EZR	PRKCQ
PTPN7	PRKCQ
RASGRP1	PRKCQ
CARD11	PRKCQ
NR2F6	PRKCQ
HIST1H3A	PRKCQ
KRAS	PRKCQ
RAPGEF2	PRKCQ
CBLB	PRKCQ
PPP1R12A	PRKCQ
RASGRP3	PRKCQ
APC	CSNK1G1
LRP6	CSNK1G1
MAPK7	MAP2K5
CTR9	CHEK1
LAMC1	CHEK1
DDX19A	CHEK1
HNRNPA2B1	CHEK1
RPL19	CHEK1
YBX1	CHEK1
BAZ1A	CHEK1
BLM	CHEK1
E2F3	CHEK1
CHEK1	CHEK1
TRIP12	CHEK1
CLK3	CHEK1
EPRS	CHEK1
PRR5	CHEK1
E2F6	CHEK1
GTF3C1	CHEK1
RBM26	CHEK1
YBX3	CHEK1
INF2	CHEK1
TICRR	CHEK1
MKI67	CHEK1
TFDP1	CHEK1
FANCD2	CHEK1
RALY	CHEK1
TP53BP1	CHEK1
ZNF638	CHEK1
SCAF11	CHEK1
SRRM2	CHEK1
CHD7	CHEK1
GOLGA4	CHEK1
ADD3	CHEK1
KIFC1	CHEK1
SEPT7	CHEK1
MATR3	CHEK1
MCM5	CHEK1
SPEN	CHEK1
RIF1	CHEK1
AURKB	CHEK1
CWC25	CHEK1
RBM14	CHEK1
IDI1	CHEK1
CAAP1	CHEK1
PRRC2C	CHEK1
RASSF1	CHEK1
PHF2	CHEK1
SNCB	CHEK1
HNRNPM	CHEK1
MED1	CHEK1
CCDC6	CHEK1
YBX2	CHEK1
WIZ	CHEK1
ZC3HC1	CHEK1
NUP153	CHEK1
LATS2	CHEK1
SLTM	CHEK1
OGT	CHEK1
NEK11	CHEK1
MAPT	CHEK1
SSBP1	CHEK1
MDC1	CHEK1
KPNA2	CHEK1
POP4	CHEK1
ADD2	CHEK1
RAVER1	CHEK1
ADD1	CHEK1
ANKRD12	CHEK1
ZNF395	CHEK1
XRCC6	CHEK1
STK4	CHEK1
MYCBP2	CHEK1
BUD13	CHEK1
TBC1D4	CHEK1
MAP2K2	CHEK1
DDX24	CHEK1
CTTN	CHEK1
RBM42	CHEK1
FEN1	CHEK1
EBNA1BP2	CHEK1
TRIM28	CHEK1
RANBP2	CHEK1
MYBBP1A	CHEK1
SENP2	CHEK1
CAMSAP2	CHEK1
CHTOP	CHEK1
PRRC2B	CHEK1
LMNA	CHEK1
ZBTB11	CHEK1
PHF8	CHEK1
RACGAP1	CHEK1
DDX19B	CHEK1
TLK2	CHEK1
ARHGEF2	CHEK1
PPME1	CHEK1
MAP4	CHEK1
ING1	CHEK1
PRPF3	CHEK1
HDLBP	CHEK1
PROSER2	CHEK1
CDK13	CHEK1
NHS	CHEK1
RRP12	CHEK1
PPP2R5D	CHEK1
DRG2	CHEK1
PLRG1	CHEK1
HIVEP1	CHEK1
FANCE	CHEK1
FYTTD1	CHEK1
CDK1	CHEK1
POLDIP3	CHEK1
RPL13	CHEK1
LIG1	CHEK1
CSNK2B	CHEK1
SYK	CHEK1
KPNA1	CHEK1
MINK1	CHEK1
MAP2K1	CHEK1
RB1	CHEK1
NFKB1	CHEK1
OSBPL11	CHEK1
UIMC1	CHEK1
SIN3A	CHEK1
TNK1	CHEK1
EML3	CHEK1
CEP170B	CHEK1
LMO7	CHEK1
GLI1	PRKACA
CUX1	PRKACA
NOS3	PRKACA
PPP2R5D	PRKACA
SEC14L2	PRKACA
MAPKAPK5	PRKACA
NEDD4L	PRKACA
NCOA3	PRKACA
RB1	PRKACA
LRP6	PRKACA
GLI3	PRKACA
PLCG1	PRKACA
CASP9	PRKACA
KDELR1	PRKACA
MYBPC3	PRKACA
NOXA1	PRKACA
GATA4	PRKACA
PPP1R9A	PRKACA
ERBB2	PRKACA
CYP3A4	PRKACA
DACT1	PRKACA
MARK3	PRKACA
KCND2	PRKACA
PRKAR2B	PRKACA
CRHR1	PRKACA
HSPB1	PRKACA
FXYD1	PRKACA
DUOX1	PRKACA
PDE4A	PRKACA
ABCB1	PRKACA
TNNI3	PRKACA
PHOX2A	PRKACA
DNM1L	PRKACA
SRF	PRKACA
BIRC5	PRKACA
CREB1	PRKACA
POU5F1	PRKACA
KCNN2	PRKACA
APPL1	PRKACA
DES	PRKACA
ADRB2	PRKACA
DTNB	PRKACA
KCNJ5	PRKACA
CSNK1A1	PRKACA
YWHAZ	PRKACA
TRPM8	PRKACA
TBXA2R	PRKACA
BRSK2	PRKACA
PAH	PRKACA
NDE1	PRKACA
EMD	PRKACA
CTPS1	PRKACA
NFATC1	PRKACA
GRK7	PRKACA
HRH1	PRKACA
AICDA	PRKACA
RET	PRKACA
TFAP2A	PRKACA
HSPB8	PRKACA
PDE3A	PRKACA
RGS13	PRKACA
CTNNB1	PRKACA
GSTA4	PRKACA
PRKACA	PRKACA
PPP1R1A	PRKACA
CACNA1H	PRKACA
MYOM2	PRKACA
PDE10A	PRKACA
KCNN4	PRKACA
LASP1	PRKACA
CAPN2	PRKACA
FYN	PRKACA
GAD1	PRKACA
SRSF1	PRKACA
PJA2	PRKACA
EZR	PRKACA
NR5A2	PRKACA
PPP1R14A	PRKACA
TPPP	PRKACA
NCF1	PRKACA
UHRF1	PRKACA
TFAM	PRKACA
ESR1	PRKACA
HSF1	PRKACA
TTN	PRKACA
TRPV4	PRKACA
DLX3	PRKACA
CD44	PRKACA
MCOLN1	PRKACA
PSMC5	PRKACA
RARA	PRKACA
AQP2	PRKACA
DAP3	PRKACA
ANXA1	PRKACA
SERPINF1	PRKACA
CAMKK1	PRKACA
PDE4C	PRKACA
ATXN1	PRKACA
POU3F2	PRKACA
HLA-A	PRKACA
TRPV5	PRKACA
ATP1A1	PRKACA
NCOR1	PRKACA
PDE11A	PRKACA
ARFGEF1	PRKACA
FLNA	PRKACA
CEBPB	PRKACA
NF2	PRKACA
TPR	PRKACA
KSR1	PRKACA
TAL1	PRKACA
MSN	PRKACA
SOX9	PRKACA
ARHGDIA	PRKACA
GFPT1	PRKACA
SUN2	PRKACA
H3F3A	PRKACA
PPP1R14C	PRKACA
TP53	PRKACA
STK24	PRKACA
TPH2	PRKACA
DYNLRB1	PRKACA
SGK1	PRKACA
BCAM	PRKACA
ALOX5	PRKACA
AKAP13	PRKACA
KCNJ13	PRKACA
ADRB1	PRKACA
HIST1H1E	PRKACA
CDKN2D	PRKACA
PIN1	PRKACA
VDR	PRKACA
CYP17A1	PRKACA
RASGRP2	PRKACA
MAP1LC3A	PRKACA
HSP90AA1	PRKACA
TGM2	PRKACA
PFKFB3	PRKACA
PKD1	PRKACA
NDUFS4	PRKACA
MYLK	PRKACA
ITGB4	PRKACA
TRPV1	PRKACA
SNAI1	PRKACA
PLCB3	PRKACA
AQP5	PRKACA
RPS19	PRKACA
PPP1R1C	PRKACA
HDAC5	PRKACA
AKAP9	PRKACA
POLD3	PRKACA
SREBF1	PRKACA
RASSF1	PRKACA
KCNA4	PRKACA
APOBEC3G	PRKACA
NPR1	PRKACA
HSPB6	PRKACA
ESPL1	PRKACA
RXRA	PRKACA
GRK1	PRKACA
KCNK9	PRKACA
AVPR2	PRKACA
KCNJ3	PRKACA
GATA3	PRKACA
KCNJ2	PRKACA
CA9	PRKACA
PDE5A	PRKACA
CBX3	PRKACA
SUFU	PRKACA
KCNK3	PRKACA
KCNQ1	PRKACA
ETV5	PRKACA
FRAT1	PRKACA
WASF2	MAPK3
BRAF	MAPK3
MAPT	MAPK3
EIF4EBP1	MAPK3
TH	MAPK3
NUP153	MAPK3
RAF1	MAPK3
DUSP5	MAPK3
ATF2	MAPK3
PXN	MAPK3
STAT1	MAPK3
BLVRA	MAPK3
SPHK1	MAPK3
GORASP2	MAPK3
HDAC6	MAPK3
TOB1	MAPK3
TSC2	MAPK3
BCL2	MAPK3
RUNX2	MAPK3
MITF	MAPK3
MKL1	MAPK3
LYL1	MAPK3
LAT	MAPK3
CIC	MAPK3
RUNX1	MAPK3
POU5F1	MAPK3
CDCA5	MAPK3
ABI1	MAPK3
NUP214	MAPK3
TWIST1	MAPK3
ITGB4	MAPK3
RAB5A	MAPK3
ARHGEF2	MAPK3
PML	MAPK3
SPHK2	MAPK3
BAZ1B	MAPK3
RPTOR	MAPK3
SLC6A4	MAPK3
CIITA	MAPK3
GTF2I	MAPK3
CASP8	MAPK3
SULT4A1	MAPK3
MCTS1	MAPK3
TAL2	MAPK3
KARS	MAPK3
FOXO3	MAPK3
CDK2	MAPK3
MAP2K1	MAPK3
ASB2	MAPK3
NUP50	MAPK3
MYLK	MAPK3
SP3	MAPK3
WWC1	MAPK3
FGFR1	MAPK3
PDE4D	MAPK3
NFATC1	MAPK3
AR	MAPK3
NOS2	MAPK3
RARG	MAPK3
TTK	MAPK3
NOXA1	MAPK3
PIP5K1C	MAPK3
CANX	MAPK3
GATA6	MAPK3
TP53	MAPK3
BCL6	MAPK3
EWSR1	MAPK3
NCOA2	MAPK3
NR3C1	MAPK3
MAGEA11	MAPK3
CDKN1B	MAPK3
EXOC7	MAPK3
CARD11	MAP4K1
BRSK1	CAMKK1
PRKAA1	CAMKK1
CAMK1	CAMKK1
DCK	CSNK1D
MAPT	CSNK1D
DVL2	CSNK1D
MDM2	CSNK1D
CDH1	CSNK1D
APC	CSNK1D
YAP1	CSNK1D
UHRF1	CSNK1D
MTSS1	CSNK1D
KIR3DL1	CSNK1D
NCOA3	CSNK1D
HIF1A	CSNK1D
HSPA5	HSPA5
PDHA2	PDK4
PLK4	PLK4
CENPJ	PLK4
MYL9	CIT
TACC1	AURKC
HIST1H3A	AURKC
FADD	MAP2K7
PTEN	FRK
STK16	STK16
DRG1	STK16
PLXNB1	ERBB2
CTNNB1	ERBB2
DOCK7	ERBB2
CDK1	ERBB2
CDC42BPA	CDC42BPA
MYL9	CDC42BPA
SLC12A1	OXSR1
SLC12A3	OXSR1
PTEN	SRC
GAPDH	SRC
FLT4	SRC
THRAP3	SRC
HNF4A	SRC
ADRBK1	SRC
TRPV1	SRC
GAB1	SRC
CHN2	SRC
KHSRP	SRC
ITGB7	SRC
SFPQ	SRC
EMD	SRC
DVL2	SRC
SH3GLB1	SRC
ZC3H4	SRC
SF3B2	SRC
BCLAF1	SRC
TRIP6	SRC
UGT2B7	SRC
FLOT1	SRC
G6PD	SRC
GLRB	SRC
GRIK2	SRC
L1CAM	SRC
RPS6KA3	SRC
CD46	SRC
NOS2	SRC
CBLC	SRC
TFG	SRC
PROM1	SRC
PELP1	SRC
SRRT	SRC
FCRL3	SRC
HCN4	SRC
PLD2	SRC
CASP8	SRC
KCNJ1	SRC
NCKIPSD	SRC
TNS3	SRC
FBXO5	SRC
HSP90AB1	SRC
NDFIP2	SRC
AKAP8	SRC
RBM10	SRC
TRIP10	SRC
GUCY1B3	SRC
ARHGDIB	SRC
ARHGDIA	SRC
CNN3	SRC
EWSR1	SRC
PRKCD	SRC
PFN1	SRC
FUBP1	SRC
PLEKHG2	SRC
SYNJ2	SRC
RPS6KB2	SRC
AP2B1	SRC
RAC1	SRC
MEGF10	SRC
CACNA1C	SRC
DGKA	SRC
VAV3	SRC
RET	SRC
SHC3	SRC
CFL1	SRC
TGFBR2	SRC
NOXA1	SRC
MYLK	SRC
PPP2CA	SRC
SNCA	SRC
CORO7	SRC
PTK2B	SRC
AR	SRC
AGTR1	SRC
PIP5K1C	SRC
SDC2	SRC
SH3PXD2B	SRC
CDK1	SRC
CBL	SRC
IKBKB	SRC
OCLN	SRC
CNN2	SRC
GRIN1	SRC
RHBG	SRC
RHOU	SRC
G3BP1	SRC
CDK4	SRC
KDR	SRC
ATXN2L	SRC
ARHGAP5	SRC
FIP1L1	SRC
KRT19	SRC
NPHP1	SRC
CYP19A1	SRC
PKD1	SRC
MAPT	SRC
DLG4	SRC
ARHGEF4	SRC
MMP14	SRC
HCRTR1	SRC
SLC25A4	SRC
LIN9	CDK3
JUN	CDK3
TFCP2	CDK3
RB1	CDK3
RELA	RPS6KA4
KCNA3	NTRK2
SHC3	NTRK2
MYL12B	ILK
BANF1	VRK1
VRK1	VRK1
MARK2	PRKCI
GLI1	PRKCI
MAPT	PRKCI
BAD	PRKCI
EZR	PRKCI
CTTN	PRKCI
RPS6KB2	PRKCI
MARK3	PRKCI
FBXW7	PRKCI
ECT2	PRKCI
YWHAZ	BCR
H3F3A	DYRK3
AKT1S1	DYRK3
GNB2L1	TYK2
TYK2	TYK2
SIVA1	TYK2
NPHP1	PTK2B
TGFB1I1	PTK2B
NOS3	PTK2B
HSPB1	RPS6KB2
KRT18	RPS6KB2
EEF2K	RPS6KB2
RICTOR	RPS6KB2
PTK2	FGR
CTNNB1	PTK6
STAP2	PTK6
BCAR1	PTK6
ARAP1	PTK6
AKT1	PTK6
STAT5B	PTK6
PXN	PTK6
ARHGAP5	PTK6
ATG9A	ULK1
MFN2	MAPK9
STAT3	MAPK9
ITK	TEC
HIST1H3A	TLK1
MDM4	CDK1
MCL1	CDK1
NUMA1	CDK1
BARD1	CDK1
FLNA	CDK1
NCL	CDK1
PDS5B	CDK1
CLASP2	CDK1
NOLC1	CDK1
STIM1	CDK1
EPB41	CDK1
ZMYM3	CDK1
SRRM2	CDK1
KMT2E	CDK1
TPR	CDK1
TOP2B	CDK1
RGPD4	CDK1
NDEL1	CDK1
MAPK6	CDK1
TCOF1	CDK1
HMGCS1	CDK1
OGFR	CDK1
SLBP	CDK1
DNM2	CDK1
RGPD3	CDK1
PHF8	CDK1
FOXO1	CDK1
ZC3HC1	CDK1
EZH2	CDK1
DLGAP5	CDK1
NUP98	CDK1
NIFK	CDK1
UBE2I	CDK1
AHNAK	CDK1
CDC16	CDK1
USP1	CDK1
CD3EAP	CDK1
KIF2C	CDK1
FOXK2	CDK1
GMPS	CDK1
EEF2K	CDK1
NUSAP1	CDK1
UGDH	CDK1
SSR1	CDK1
HIF1A	CDK1
RUNX1	CDK1
TEX14	CDK1
BUB1B	CDK1
NCOA3	CDK1
TFPT	CDK1
BLM	CDK1
TERF1	CDK1
U2AF2	CDK1
UBXN2B	CDK1
NCAPG	CDK1
EIF4EBP1	CDK1
DIAPH1	CDK1
DLG1	CDK1
POLR2A	CDK1
ANAPC4	CDK1
GAPVD1	CDK1
CDCA5	CDK1
NINL	CDK1
NME2	CDK1
UBAP2L	CDK1
NME1	CDK1
MKI67	CDK1
CASP8	CDK1
ODF2	CDK1
PKN2	CDK1
CARHSP1	CDK1
DNM1L	CDK1
CCNB1	CDK1
CDC7	CDK1
ELAVL1	CDK1
TPP1	CDK1
BAD	CDK1
TOP1	CDK1
CKAP2	CDK1
ORC6	CDK1
CTTN	CDK1
KAT7	CDK1
HMGN5	CDK1
PI4KB	CDK1
RGPD6	CDK1
RGCC	CDK1
SIRT1	CDK1
AR	CDK1
BRCA1	CDK1
AAK1	CDK1
MCTS1	CDK1
LIG3	CDK1
DCTN1	CDK1
RGPD8	CDK1
SETD8	CDK1
RFC1	CDK1
APP	CDK1
SAMHD1	CDK1
SUPT5H	CDK1
NAGK	CDK1
NUP50	CDK1
PIP5K1C	CDK1
BCL2	CDK1
CANX	CDK1
NEDD1	CDK1
USP14	CDK1
EFHD2	CDK1
BORA	CDK1
TMPO	CDK1
SQSTM1	CDK1
MAP7	CDK1
RANBP2	CDK1
SP1	CDK1
ING1	CDK1
ADD1	CDK1
PTTG2	CDK1
BCL2L11	CDK1
PYCR2	CDK1
PRC1	CDK1
PAICS	CDK1
GIGYF2	CDK1
ERCC6L	CDK1
UNG	CDK1
USP16	CDK1
LIG1	CDK1
DNMT1	CDK1
DCTN6	CDK1
IRS2	CDK1
PALLD	CDK1
HNRNPK	CDK1
LDHA	CDK1
NUCKS1	CDK1
TPX2	CDK1
ZC3H11A	CDK1
REPS2	CDK1
RPS3	CDK1
TP53	CDK1
PDIA3	CDK1
PIK3C3	CDK1
RUNX2	CDK1
HIST1H1E	CDK1
HSPB1	PRKG1
PRKG1	PRKG1
PAK1	PRKG1
LASP1	PRKG1
CTNNB1	PAK4
ITGB5	PAK4
PXN	PAK4
ARHGEF2	PAK4
RAN	PAK4
E2F3	CHEK2
TTK	CHEK2
FOXM1	CHEK2
XRCC1	CHEK2
LATS2	CHEK2
ELAVL1	CHEK2
PML	CHEK2
MAPT	CHEK2
HIST1H1C	CHEK2
VHL	CHEK2
TRIM28	CHEK2
BDNF	CHEK2
RB1	CHEK2
REV3L	CHEK2
CACNB2	CAMK2D
HDAC4	CAMK2D
CEACAM1	CAMK2D
SCN5A	CAMK2D
KCNJ11	CAMK2D
ANKRD28	CAMK2D
CXCR4	GRK6
PDCD10	STK25
RIPK2	RIPK2
PDPK1	IGF1R
DYRK2	MAP3K10
TCF3	MAP3K10
SRF	DMPK
ENG	TGFBR2
ABL1	CLK1
PRKAA1	BRSK2
ETS2	CDK10
POU2F1	PRKDC
DCLRE1C	PRKDC
IRF3	PRKDC
XRCC4	PRKDC
WRN	PRKDC
FUS	PRKDC
IGFBP3	PRKDC
NHEJ1	PRKDC
XRCC5	PRKDC
H2AFX	PRKDC
NFKB1	PRKDC
HNRNPU	PRKDC
POLR2A	PRKDC
AIRE	PRKDC
AKT1	PRKDC
XRCC6	PRKDC
CHEK2	PRKDC
CASP2	PRKDC
VIM	PRKDC
XRCC1	PRKDC
TDP1	PRKDC
RAG2	PRKDC
VCP	PRKDC
PDX1	PRKDC
MYL12B	MAP3K12
AKT1	PIKFYVE
EGFR	PKN1
HDAC9	PKN1
HDAC5	PKN1
HIST1H3A	PKN1
CLIP1	PKN1
UPF1	SMG1
TP53	SMG1
MAPK8	MAP3K6
MAPK14	MAP3K6
HSF1	DAPK1
MYL12B	DAPK1
TCAP	PRKD1
COL4A3BP	PRKD1
CTNNB1	PRKD1
SSH1	PRKD1
BAD	PRKD1
DLC1	PRKD1
CREB1	PRKD1
TLR5	PRKD1
MARK2	PRKD1
RABEP1	PRKD1
SPHK2	PRKD1
AKT1	PRKD1
MYBPC3	PRKD1
CACNA1C	PRKD1
CTTN	PRKD1
JUN	PRKD1
PI4KB	PRKD1
PIP4K2A	PRKD1
PTRH2	PRKD1
ARFIP1	PRKD1
TFAP2A	PRKD1
RIN1	PRKD1
MBP	PRKD1
CFL1	PRKD1
SNAI1	PRKD1
OSBP	PRKD1
MAP4K1	PRKD1
TLR4	PRKD1
HSPB1	PRKD1
HDAC7	MAP3K7
HDAC4	MAP3K7
PTPN3	MAP3K7
PRKAA2	MAP3K7
HDAC5	MAP3K7
LAT2	KIT
MAPT	EIF2AK2
CDK1	EIF2AK2
CLDN4	EPHA2
SMAD4	STK11
PAK1	STK11
TP53	STK11
TPD52	CAMK2D
ULK3	ULK3
HDAC7	MARK2
HDAC4	MARK2
PARD3	MARK2
MARK2	MARK2
ARHGEF2	MARK2
MAPT	MARK2
RAB11FIP2	MARK2
RNF41	MARK2
BAIAP2	MARK2
UTRN	MARK2
HDAC5	MARK2
H2AFX	BAZ1B
NDRG1	SGK1
NDRG2	SGK1
MAPT	SGK1
NCSTN	SGK1
CDKN1B	SGK1
CARHSP1	SGK1
WNK1	SGK1
SLC2A4	SGK1
MAPK1	SGK1
PIKFYVE	SGK1
RICTOR	SGK1
WNK4	SGK1
IKBKB	SGK1
HTT	SGK1
FBXW7	SGK1
NFKBIA	SGK1
MAP3K5	JAK1
TP53	TAF1
NFKBIA	ABL1
CAT	ABL1
MYLK	ABL1
CAV1	ABL1
EMD	ABL1
ESR1	ABL1
ATR	ABL1
BCR	ABL1
MET	ABL1
EGFR	ABL1
GNB2L1	ABL1
ABL2	ABL1
STK3	ABL1
SRCIN1	ABL1
PIK3AP1	ABL1
CEBPB	ABL1
MYC	ABL1
MDM4	ABL1
PDGFRB	ABL1
CTTN	ABL1
TP63	ABL1
NCOA3	ABL1
NCK1	ABL1
ROBO1	ABL1
ANXA1	ABL1
CRKL	ABL1
DDX5	ABL1
PSMA7	ABL1
RB1	ABL1
PLEKHG2	ABL1
LGALS3	ABL1
RAPGEF1	ABL1
CTNNB1	ABL1
ZAP70	ABL1
ABI1	ABL1
ERCC6	ABL1
PARK2	ABL1
SPTLC1	ABL1
NFAT5	ABL1
PDK1	ABL1
LASP1	ABL1
WAS	ABL1
ESR2	ABL1
TOP1	ABL1
VAV1	ABL1
MCM2	CDC7
CLSPN	CDC7
PSIP1	CDC7
RAD18	CDC7
EWSR1	MAPK8
TOP2A	GSK3B
SREBF1	GSK3B
BCAM	GSK3B
NFKB2	GSK3B
CLASP2	GSK3B
BORA	GSK3B
SNAI1	GSK3B
JUN	GSK3B
SUFU	GSK3B
ESR1	GSK3B
TNKS	GSK3B
RASSF1	GSK3B
NEFH	GSK3B
DNM1L	GSK3B
JUNB	GSK3B
CDC25A	GSK3B
DROSHA	GSK3B
PTEN	GSK3B
BAX	GSK3B
CIITA	GSK3B
SFPQ	GSK3B
HDAC4	GSK3B
KAT5	GSK3B
SPAG5	GSK3B
CDKN1A	GSK3B
DCX	GSK3B
SMAD1	GSK3B
USF2	GSK3B
PHLPP1	GSK3B
SNAI2	GSK3B
E2F1	GSK3B
MYLK	GSK3B
NR1D1	GSK3B
FBXO4	GSK3B
BCLAF1	GSK3B
NR3C1	GSK3B
GSK3B	GSK3B
GCM1	GSK3B
EIF4EBP1	GSK3B
HSF1	GSK3B
BCL2L12	GSK3B
KLC2	GSK3B
ADD2	GSK3B
DPYSL3	GSK3B
ATXN3	GSK3B
SNCAIP	GSK3B
PRKCE	GSK3B
NIFK	GSK3B
VHL	GSK3B
